cvegeo,grado_rezago_social,grado_rezago_num,indice_rezago_social,rezago_norm,area_km2,centroide_lon,centroide_lat
0901300010743,Bajo,2,,0.25,0.5386894341517251,-99.0955759052316,19.237367100313545
0901300010014,Bajo,2,,0.25,0.7643509321687277,-99.13711094556726,19.277586034885122
0901300010067,Muy bajo,1,,0.0,1.1603825909814722,-99.13574727314115,19.270415897305313
0901300010122,Bajo,2,,0.25,0.2171815837953841,-99.10475351633974,19.266929900053725
0901300010137,Bajo,2,,0.25,0.23639231149975076,-99.10108052524141,19.264494239007632
0901300010245,Bajo,2,,0.25,0.178147037796251,-99.10156194887068,19.260496227532588
0901300010279,Bajo,2,,0.25,0.7142595477109365,-99.05258009986628,19.256947614527
0901300010298,Bajo,2,,0.25,0.8990156972417027,-99.12604179208374,19.256035271638343
0901300010300,Bajo,2,,0.25,0.21546544904653067,-99.11995833757695,19.254806414890634
0901300010353,Bajo,2,,0.25,0.3643119600056821,-99.05943481721405,19.25336856947357
0901300010368,Medio,3,,0.5,1.946688836518684,-99.04981183274592,19.24840706438129
0901300010372,Bajo,2,,0.25,0.7771611853479203,-99.12752328427489,19.248217349753286
0901300010387,Bajo,2,,0.25,0.6127126490953373,-99.12027123551391,19.24516216994304
0901300010391,Muy bajo,1,,0.0,0.33789480243232095,-99.11667502880553,19.2486969079529
0901300010419,Bajo,2,,0.25,0.3480974274844451,-99.10760909201898,19.245897911008246
0901300010480,Bajo,2,,0.25,0.46249684192950113,-99.11660926765576,19.240156257868566
0901300010527,Bajo,2,,0.25,1.1921025883014649,-99.03373147641413,19.260565699831115
0901300010599,Bajo,2,,0.25,0.639831454016621,-99.12546630266858,19.235019707369517
0901300010692,Bajo,2,,0.25,1.8507913991420915,-99.03496125100114,19.25319974916588
0901300010739,Medio,3,,0.5,0.4740057977312102,-99.08677963056849,19.23678852159786
0901300010828,Bajo,2,,0.25,0.6231709556769996,-99.12618227443143,19.2410501059366
0901300010917,Bajo,2,,0.25,0.8862589264753142,-99.13838183051405,19.262225533632517
0901300011084,Bajo,2,,0.25,0.1664836590732338,-99.1032977666404,19.270886346830586
0901300011099,Bajo,2,,0.25,0.41911361703927696,-99.09978568272837,19.272608194313904
0901300011101,Medio,3,,0.5,0.8106772541656253,-99.09536622484508,19.26990617745225
0901300011116,Bajo,2,,0.25,0.1415886241118692,-99.09558827983126,19.263658747807252
0901300011120,Bajo,2,,0.25,0.18924437052502247,-99.09780452827674,19.26018835076121
0901300011277,Muy alto,5,,1.0,3.315778161436293,-99.09558814127466,19.301097589593372
0901300011313,Bajo,2,,0.25,0.6995465512490474,-99.02011657461033,19.25665371078696
0901300011332,Muy bajo,1,,0.0,0.37667828905413864,-99.1312162617814,19.26490749739338
0901300011347,Muy bajo,1,,0.0,0.13307658930336091,-99.1264818796103,19.2632528697576
0901300011370,Bajo,2,,0.25,0.38048870397767015,-99.07590246070478,19.249212462255706
0901300011421,Bajo,2,,0.25,0.1668133497661433,-99.13325192722905,19.24720103011265
0901300011493,Medio,3,,0.5,0.19021168166745617,-99.02913097351569,19.24556170359955
0901300011506,Bajo,2,,0.25,0.2900337642889075,-99.11404335984605,19.228721268830792
0901300011559,Alto,4,,0.75,0.4806663908952255,-99.02666818981062,19.242329497259483
0900400010119,Bajo,2,,0.25,1.1154240666981323,-99.30291816480738,19.34537161991568
0900400200388,Bajo,2,,0.25,0.3223801251223597,-99.32551935960603,19.338732679979394
090040001002A,Bajo,2,,0.25,0.18987775020883274,-99.2852990482468,19.375232654660365
0900400010053,Bajo,2,,0.25,0.2826986327291357,-99.28989844233908,19.372409096734547
0900400010180,Muy bajo,1,,0.0,0.9404608975428829,-99.25909024921701,19.387854836202052
