folio_ageb,entidad,alcaldia,localidad,pob,pob_nbi,ids_ccevj,ids_csj,ids_caej,ids_ctelj,ids_cbdj,ids_rei,ids_cassi,ids_casi,idsm,e_idsm
0900700010214,09,007,0001,6173,5022,0.5964,0.8242,0.9998,0.8500,0.8374,0.8891,0.4853,0.5758,0.7312,Bajo
0900700010229,09,007,0001,,,,,,,,,,,,Sin información
0900700010233,09,007,0001,1929,1573,0.5931,0.8831,1.0000,0.8603,0.8536,0.9051,0.5438,0.6139,0.7536,Bajo
0900700010248,09,007,0001,1540,1287,0.5959,0.9332,1.0000,0.8747,0.8693,0.9059,0.5136,0.6004,0.7542,Bajo
0900700010252,09,007,0001,3178,2539,0.6450,0.9567,1.0000,0.8585,0.8838,0.8843,0.5651,0.6197,0.7718,Bajo
0900700010271,09,007,0001,4139,3089,0.6959,0.9596,0.9995,0.8791,0.8731,0.9141,0.4999,0.5507,0.7850,Medio
0900700010286,09,007,0001,2477,1514,0.7795,0.9892,1.0000,0.9320,0.9260,0.9404,0.6379,0.6698,0.8598,Alto
0900700010290,09,007,0001,1572,928,0.8023,0.9924,1.0000,0.9469,0.9331,0.9478,0.6419,0.6713,0.8735,Alto
0900700010303,09,007,0001,1093,653,0.8029,0.9968,1.0000,0.9236,0.8968,0.9425,0.6102,0.6516,0.8617,Alto
0900700010318,09,007,0001,3114,2527,0.6279,0.9261,1.0000,0.8591,0.8772,0.9145,0.4669,0.5403,0.7571,Bajo
0900700010322,09,007,0001,4489,2890,0.7537,0.9524,0.9998,0.8961,0.8853,0.9306,0.5605,0.6754,0.8362,Medio
0900700010337,09,007,0001,5316,4347,0.5735,0.9076,0.9996,0.8108,0.8354,0.8951,0.4746,0.5977,0.7330,Bajo
0900700010356,09,007,0001,5041,3974,0.6049,0.8844,0.9998,0.8979,0.8724,0.9062,0.5447,0.6270,0.7648,Bajo
0900700010360,09,007,0001,5199,3706,0.6392,0.8839,0.9981,0.9077,0.8720,0.9219,0.5818,0.6566,0.7896,Medio
0900700010375,09,007,0001,6802,5678,0.5756,0.9014,1.0000,0.9029,0.8872,0.8991,0.4987,0.5740,0.7411,Bajo
090070001038A,09,007,0001,5064,4036,0.5699,0.8688,0.9996,0.8736,0.8473,0.9116,0.5357,0.6362,0.7530,Bajo
0900700010407,09,007,0001,6942,5845,0.5621,0.8058,0.9993,0.8187,0.8174,0.8861,0.4818,0.5497,0.7113,Bajo
0900700010411,09,007,0001,4916,4349,0.5131,0.7786,1.0000,0.8354,0.8135,0.8814,0.5035,0.5630,0.7001,Muy bajo
0900700010426,09,007,0001,8141,6523,0.5827,0.8068,1.0000,0.8578,0.8551,0.9007,0.5182,0.6038,0.7436,Bajo
0900700010445,09,007,0001,3826,3195,0.5793,0.9596,0.9997,0.9100,0.8825,0.9143,0.4775,0.5555,0.7460,Bajo
0900700010464,09,007,0001,4802,4248,0.5495,0.9484,0.9988,0.8246,0.8319,0.8753,0.4552,0.5317,0.7046,Muy bajo
0900700010479,09,007,0001,4538,3797,0.5959,0.9032,0.9998,0.8504,0.8487,0.8921,0.4672,0.5659,0.7353,Bajo
0900700010483,09,007,0001,6627,4254,0.7247,0.9475,0.9989,0.8938,0.9005,0.9348,0.6084,0.6715,0.8316,Medio
0900700010498,09,007,0001,5414,3618,0.6880,0.9327,1.0000,0.8899,0.8844,0.9143,0.5513,0.6295,0.7966,Medio
0900700010500,09,007,0001,6160,3749,0.7154,0.9440,1.0000,0.9116,0.9084,0.9324,0.6136,0.6800,0.8313,Medio
0900700010515,09,007,0001,7081,4119,0.7557,0.9835,0.9999,0.9042,0.9206,0.9304,0.6212,0.7162,0.8556,Medio
0900700010534,09,007,0001,4525,2549,0.7503,0.9089,1.0000,0.9193,0.9203,0.9520,0.6168,0.6720,0.8539,Medio
0900700010553,09,007,0001,5764,4639,0.5962,0.8554,0.9998,0.8314,0.8296,0.8906,0.4571,0.5549,0.7293,Bajo
0900700010568,09,007,0001,5750,3657,0.7461,0.9612,1.0000,0.8994,0.8942,0.9244,0.5666,0.6377,0.8273,Medio
0900700010572,09,007,0001,5312,4020,0.6381,0.9191,0.9998,0.8583,0.8645,0.9043,0.5629,0.6222,0.7736,Bajo
0900700010587,09,007,0001,2625,2326,0.5120,0.9512,1.0000,0.8657,0.8397,0.9180,0.5387,0.5994,0.7301,Bajo
0900700010591,09,007,0001,3794,3191,0.5991,0.9916,0.9995,0.8281,0.8765,0.8941,0.5414,0.6049,0.7569,Bajo
0900700010604,09,007,0001,3644,3001,0.5882,0.9710,1.0000,0.8329,0.8656,0.8928,0.4830,0.5985,0.7407,Bajo
0900700010619,09,007,0001,5569,4655,0.5762,0.9080,1.0000,0.8512,0.8320,0.8962,0.4706,0.5592,0.7291,Bajo
0900700010623,09,007,0001,5410,4739,0.5225,0.8433,0.9991,0.8378,0.8256,0.8871,0.4712,0.5939,0.7082,Bajo
0900700010638,09,007,0001,4135,3590,0.5561,0.8589,0.9995,0.8276,0.8260,0.8845,0.4515,0.5423,0.7087,Bajo
0900700010642,09,007,0001,2435,916,0.9029,0.9971,1.0000,0.9512,0.9549,0.9759,0.6251,0.6889,0.9324,Alto
0900700010657,09,007,0001,1833,376,0.9749,0.9967,1.0000,0.9726,0.9838,0.9813,0.6536,0.7325,0.9697,Muy alto
0900700010676,09,007,0001,2659,1542,0.7814,0.9772,0.9996,0.9214,0.9191,0.9553,0.6198,0.6791,0.8680,Alto
0900700010680,09,007,0001,3078,1802,0.7872,0.9624,0.9997,0.9111,0.9203,0.9491,0.5916,0.6500,0.8630,Alto
0900700010695,09,007,0001,3575,2208,0.7442,0.9672,0.9989,0.9187,0.9175,0.9422,0.6067,0.6840,0.8461,Medio
0900700010708,09,007,0001,4405,2854,0.7241,0.9484,1.0000,0.9199,0.9088,0.9406,0.6168,0.6523,0.8363,Medio
0900700010727,09,007,0001,2126,944,0.8458,0.9857,1.0000,0.9520,0.9571,0.9637,0.6707,0.7092,0.9068,Alto
0900700010731,09,007,0001,11558,10330,0.4647,0.7356,0.9991,0.8005,0.7793,0.8626,0.4483,0.5501,0.6603,Muy bajo
0900700010746,09,007,0001,7930,6709,0.5518,0.7762,0.9991,0.8275,0.8078,0.8848,0.5001,0.5993,0.7136,Bajo
0900700010750,09,007,0001,9215,7992,0.4971,0.7838,0.9993,0.8167,0.7826,0.8746,0.4673,0.5766,0.6824,Muy bajo
0900700010765,09,007,0001,3419,2794,0.6580,0.9923,1.0000,0.8415,0.8705,0.8787,0.4405,0.5341,0.7490,Bajo
090070001077A,09,007,0001,4024,3341,0.5924,0.9481,1.0000,0.8682,0.8597,0.8941,0.4732,0.5505,0.7361,Bajo
0900700010784,09,007,0001,6333,5261,0.5759,0.8185,1.0000,0.8920,0.8680,0.8978,0.4846,0.5870,0.7366,Bajo
0900700010801,09,007,0001,3555,1135,0.9245,0.9979,1.0000,0.9646,0.9634,0.9811,0.6667,0.7249,0.9450,Muy alto
0900700010816,09,007,0001,1191,313,0.9339,0.9975,1.0000,0.9668,0.9642,0.9690,0.7070,0.7485,0.9558,Muy alto
0900700010820,09,007,0001,1093,323,0.9251,0.9968,1.0000,0.9744,0.9693,0.9784,0.6862,0.7248,0.9493,Muy alto
0900700010835,09,007,0001,6807,6037,0.5277,0.7729,0.9988,0.8450,0.8332,0.8846,0.4495,0.5357,0.6934,Muy bajo
090070001084A,09,007,0001,7313,6092,0.5572,0.7648,0.9993,0.8476,0.8243,0.8871,0.4786,0.6215,0.7220,Bajo
0900700010854,09,007,0001,3261,2759,0.5763,0.7931,0.9997,0.8431,0.8176,0.8697,0.4020,0.5721,0.7066,Muy bajo
0900700010888,09,007,0001,4526,3846,0.6040,0.9449,0.9991,0.8584,0.8476,0.8930,0.4788,0.5706,0.7395,Bajo
0900700010892,09,007,0001,2212,1753,0.6320,0.9253,1.0000,0.8575,0.8681,0.8966,0.5298,0.5984,0.7623,Bajo
0900700010905,09,007,0001,2527,783,0.9255,0.9987,1.0000,0.9646,0.9725,0.9718,0.6771,0.7214,0.9439,Muy alto
090070001091A,09,007,0001,1427,430,0.9147,0.9981,1.0000,0.9580,0.9692,0.9707,0.7099,0.7436,0.9469,Muy alto
0900700010924,09,007,0001,3686,1980,0.8182,0.9851,1.0000,0.9403,0.9192,0.9608,0.6750,0.7228,0.8933,Alto
0900700010939,09,007,0001,4236,1830,0.8801,0.9842,1.0000,0.9488,0.9458,0.9641,0.6388,0.7097,0.9140,Alto
0900700010943,09,007,0001,3368,1981,0.7568,0.9864,1.0000,0.9216,0.9344,0.9573,0.5923,0.6547,0.8622,Alto
0900700010958,09,007,0001,5542,3887,0.7080,0.9611,0.9995,0.9216,0.9056,0.9425,0.5662,0.6322,0.8243,Medio
0900700010962,09,007,0001,8035,6743,0.5271,0.8239,0.9976,0.8558,0.8187,0.8876,0.5791,0.6592,0.7284,Bajo
0900700010977,09,007,0001,6936,5599,0.5548,0.8553,0.9999,0.8736,0.8352,0.8970,0.5574,0.6407,0.7391,Bajo
0900700010981,09,007,0001,6380,5122,0.6045,0.8584,0.9995,0.8767,0.8462,0.9091,0.5288,0.6051,0.7515,Bajo
0900700011000,09,007,0001,5158,3867,0.6417,0.9705,1.0000,0.8618,0.8696,0.9198,0.6043,0.6949,0.7942,Medio
0900700011015,09,007,0001,6310,4622,0.6647,0.9522,1.0000,0.8782,0.8925,0.9214,0.5634,0.6252,0.7955,Medio
0900700011034,09,007,0001,6530,4181,0.7647,0.9994,0.9998,0.9167,0.9157,0.9210,0.5816,0.6421,0.8392,Medio
0900700011049,09,007,0001,4675,3391,0.6944,0.9830,1.0000,0.8861,0.9021,0.9191,0.5703,0.6337,0.8096,Medio
0900700011053,09,007,0001,7225,4811,0.7606,0.9925,1.0000,0.8865,0.9008,0.9230,0.5428,0.5994,0.8264,Medio
0900700011087,09,007,0001,5856,4940,0.5427,0.9310,1.0000,0.8379,0.8531,0.8760,0.3759,0.5412,0.6972,Muy bajo
0900700011091,09,007,0001,4213,3652,0.5717,0.8867,1.0000,0.8073,0.8458,0.8867,0.3900,0.5778,0.7174,Bajo
0900700011104,09,007,0001,6344,5772,0.4966,0.8278,0.9995,0.8062,0.8043,0.8826,0.3596,0.5203,0.6674,Muy bajo
0900700011123,09,007,0001,452,404,0.4981,0.7788,1.0000,0.8263,0.8104,0.8775,0.3783,0.5324,0.6811,Muy bajo
0900700011138,09,007,0001,4732,4113,0.5360,0.7007,1.0000,0.7820,0.7721,0.8659,0.3943,0.5378,0.6739,Muy bajo
0900700011142,09,007,0001,3194,2500,0.6713,0.9763,0.9997,0.8859,0.8572,0.8941,0.5276,0.6577,0.7860,Medio
0900700011157,09,007,0001,2656,2157,0.6459,0.9074,1.0000,0.8729,0.8557,0.8953,0.5004,0.6063,0.7636,Bajo
0900700011176,09,007,0001,2162,884,0.8798,0.9913,0.9995,0.9461,0.9518,0.9698,0.6836,0.7038,0.9250,Alto
0900700011180,09,007,0001,2039,1258,0.7525,0.9572,1.0000,0.9268,0.9091,0.9496,0.6351,0.6915,0.8563,Medio
0900700011195,09,007,0001,3609,1996,0.7706,0.9763,1.0000,0.9302,0.9323,0.9658,0.6245,0.6596,0.8694,Alto
0900700011208,09,007,0001,978,772,0.6349,0.9235,1.0000,0.8742,0.8941,0.9129,0.5644,0.6327,0.7867,Medio
0900700011227,09,007,0001,5151,3725,0.6572,0.9398,0.9994,0.8911,0.8797,0.9088,0.5896,0.6596,0.7942,Medio
0900700011246,09,007,0001,4299,3302,0.6289,0.8661,1.0000,0.8974,0.8723,0.9204,0.5946,0.6538,0.7867,Medio
0900700011250,09,007,0001,3027,2134,0.6759,0.8548,1.0000,0.8824,0.8729,0.9200,0.5669,0.6508,0.7984,Medio
0900700011265,09,007,0001,3896,2596,0.7376,0.9179,1.0000,0.8758,0.8831,0.9291,0.5678,0.6312,0.8230,Medio
090070001127A,09,007,0001,2166,1122,0.8595,0.9815,1.0000,0.9484,0.9364,0.9591,0.5849,0.6468,0.8928,Alto
0900700011284,09,007,0001,1376,861,0.7554,0.9830,1.0000,0.9317,0.9427,0.9569,0.5865,0.6376,0.8607,Alto
0900700011299,09,007,0001,3404,2447,0.7027,0.9631,1.0000,0.9135,0.9026,0.9375,0.5505,0.6147,0.8144,Medio
0900700011301,09,007,0001,4025,2807,0.7172,0.9512,0.9995,0.9077,0.8959,0.9420,0.5344,0.6105,0.8188,Medio
0900700011316,09,007,0001,3333,3036,0.4940,0.8696,1.0000,0.8691,0.8443,0.8662,0.4602,0.5424,0.6854,Muy bajo
0900700011335,09,007,0001,,,,,,,,,,,,Sin información
090070001134A,09,007,0001,4801,4276,0.5256,0.7897,0.9992,0.8021,0.7801,0.8634,0.3962,0.5265,0.6767,Muy bajo
0900700011354,09,007,0001,5412,3748,0.6923,0.9041,1.0000,0.9050,0.8784,0.9246,0.5691,0.6466,0.8087,Medio
0900700011369,09,007,0001,6244,4889,0.6114,0.8625,1.0000,0.8563,0.8571,0.9050,0.5456,0.6048,0.7585,Bajo
0900700011388,09,007,0001,5426,4621,0.5406,0.8941,0.9996,0.8483,0.8360,0.8656,0.5669,0.6662,0.7307,Bajo
090070001141A,09,007,0001,4034,2728,0.6944,0.9149,1.0000,0.9016,0.8821,0.9201,0.6267,0.6869,0.8165,Medio
0900700011424,09,007,0001,2868,2123,0.6659,0.9073,1.0000,0.8919,0.8689,0.9168,0.5359,0.6112,0.7816,Bajo
0900700011439,09,007,0001,2553,1172,0.8344,0.9785,0.9988,0.9332,0.9303,0.9548,0.6322,0.7826,0.9072,Alto
0900700011443,09,007,0001,1944,849,0.8746,0.9841,1.0000,0.9477,0.9426,0.9625,0.6600,0.7007,0.9088,Alto
0900700011458,09,007,0001,1672,861,0.8595,0.9946,1.0000,0.9414,0.9442,0.9555,0.6035,0.6488,0.8938,Alto
0900700011462,09,007,0001,2138,1243,0.7791,0.9994,1.0000,0.9359,0.9472,0.9576,0.5683,0.6160,0.8676,Alto
0900700011477,09,007,0001,2144,824,0.9170,1.0000,1.0000,0.9745,0.9852,0.9770,0.6003,0.6581,0.9366,Alto
0900700011481,09,007,0001,2404,697,0.9706,0.9994,1.0000,0.9614,0.9769,0.9719,0.6215,0.6679,0.9527,Muy alto
0900700011496,09,007,0001,2508,1880,0.6742,0.9152,1.0000,0.8998,0.8950,0.9183,0.5275,0.5973,0.7852,Medio
0900700011509,09,007,0001,4501,3959,0.5144,0.8229,1.0000,0.8386,0.8493,0.8788,0.3921,0.5536,0.6877,Muy bajo
0900700011513,09,007,0001,5040,4345,0.5628,0.8881,1.0000,0.8412,0.8402,0.8814,0.4018,0.5425,0.7041,Muy bajo
0900700011566,09,007,0001,9607,7435,0.6043,0.8689,0.9994,0.8869,0.8652,0.9094,0.5918,0.6580,0.7715,Bajo
0900700011585,09,007,0001,,,,,,,,,,,,Sin información
090070001159A,09,007,0001,6577,5086,0.6225,0.8206,0.9998,0.8646,0.8660,0.9079,0.5621,0.6399,0.7713,Bajo
0900700011621,09,007,0001,4363,2973,0.7118,0.9175,0.9991,0.8929,0.8835,0.9206,0.5503,0.6335,0.8080,Medio
0900700011636,09,007,0001,2879,2281,0.6258,0.8899,0.9997,0.8791,0.8718,0.9091,0.5398,0.6326,0.7753,Bajo
0900700011640,09,007,0001,4130,3100,0.6635,0.9354,1.0000,0.8700,0.8824,0.9187,0.5206,0.6256,0.7855,Medio
0900700011655,09,007,0001,2422,1923,0.6176,0.9309,1.0000,0.9227,0.8928,0.8894,0.4950,0.6335,0.7591,Bajo
090070001166A,09,007,0001,3492,2494,0.7395,0.9437,1.0000,0.8991,0.8924,0.9182,0.5023,0.5718,0.8031,Medio
0900700011674,09,007,0001,3219,2571,0.6500,0.8956,1.0000,0.8694,0.8795,0.9041,0.4744,0.5641,0.7631,Bajo
0900700011689,09,007,0001,2767,2118,0.6727,0.8730,1.0000,0.8763,0.8844,0.9120,0.4911,0.5948,0.7754,Bajo
0900700011693,09,007,0001,1994,1589,0.6433,0.8698,1.0000,0.8888,0.8739,0.8941,0.5095,0.6122,0.7645,Bajo
0900700011706,09,007,0001,7304,6558,0.5215,0.8036,1.0000,0.8257,0.8288,0.8809,0.3842,0.5110,0.6814,Muy bajo
0900700011710,09,007,0001,7566,6517,0.5511,0.7686,0.9995,0.8336,0.8308,0.8895,0.4310,0.5839,0.7105,Bajo
0900700011759,09,007,0001,3542,3049,0.5563,0.7020,0.9980,0.8151,0.8151,0.8908,0.3749,0.4845,0.6822,Muy bajo
0900700011763,09,007,0001,6450,5733,0.5469,0.7697,0.9991,0.8039,0.8207,0.8800,0.3668,0.5254,0.6846,Muy bajo
0900700011778,09,007,0001,6872,5271,0.6134,0.9152,0.9990,0.8826,0.8492,0.8952,0.5578,0.6382,0.7653,Bajo
0900700011814,09,007,0001,3682,3073,0.6025,0.8999,0.9976,0.8317,0.8449,0.8831,0.4807,0.6342,0.7469,Bajo
0900700011833,09,007,0001,3820,2820,0.6520,0.9526,1.0000,0.8823,0.8578,0.9064,0.5348,0.6626,0.7865,Medio
0900700011848,09,007,0001,3516,2906,0.5343,0.8934,0.9989,0.8803,0.8695,0.8978,0.5506,0.6429,0.7400,Bajo
0900700011852,09,007,0001,5369,4374,0.5693,0.9163,0.9996,0.8650,0.8633,0.9052,0.5467,0.6590,0.7529,Bajo
0900700011867,09,007,0001,11213,9118,0.5813,0.8528,0.9991,0.8574,0.8336,0.8878,0.5417,0.6516,0.7441,Bajo
0900700011890,09,007,0001,5462,4317,0.6363,0.8937,0.9998,0.8813,0.8878,0.9035,0.5648,0.6644,0.7860,Medio
0900700011918,09,007,0001,4932,4118,0.5962,0.8618,1.0000,0.8592,0.8519,0.8929,0.4868,0.5717,0.7411,Bajo
0900700011941,09,007,0001,4191,1568,0.8830,0.9967,1.0000,0.9776,0.9835,0.9770,0.6562,0.6997,0.9358,Alto
0900700011960,09,007,0001,3697,2599,0.6858,0.8969,1.0000,0.9032,0.9000,0.9322,0.5910,0.6460,0.8162,Medio
0900700011975,09,007,0001,3469,2012,0.7915,0.9756,1.0000,0.9168,0.9197,0.9421,0.6861,0.7265,0.8727,Alto
090070001198A,09,007,0001,6004,4999,0.5814,0.9298,1.0000,0.8649,0.8468,0.8976,0.5220,0.5932,0.7430,Bajo
0900700011994,09,007,0001,4227,3398,0.6013,0.8740,0.9993,0.8557,0.8505,0.8874,0.4925,0.5946,0.7405,Bajo
0900700012047,09,007,0001,9901,8657,0.5283,0.8381,1.0000,0.8507,0.8175,0.8764,0.4705,0.5853,0.7007,Muy bajo
0900700012051,09,007,0001,11168,10627,0.3811,0.5246,0.9999,0.7820,0.7769,0.8387,0.3746,0.5508,0.6054,Muy bajo
0900700012070,09,007,0001,4009,3612,0.4854,0.8020,0.9988,0.8307,0.7973,0.8735,0.4305,0.5877,0.6820,Muy bajo
0900700012085,09,007,0001,5771,5053,0.5439,0.8940,0.9998,0.8550,0.8197,0.8693,0.4784,0.5962,0.7130,Bajo
090070001209A,09,007,0001,3728,3312,0.5021,0.7591,0.9997,0.8476,0.7998,0.8815,0.4477,0.5826,0.6853,Muy bajo
0900700012102,09,007,0001,3559,3317,0.4556,0.8774,1.0000,0.8750,0.8037,0.8951,0.4541,0.5706,0.6816,Muy bajo
0900700012117,09,007,0001,3078,2777,0.4855,0.6794,0.9994,0.8274,0.7844,0.8740,0.4448,0.5815,0.6737,Muy bajo
0900700012121,09,007,0001,6,6,0.1574,0.0000,1.0000,0.5000,1.0000,0.5259,0.0000,0.0000,0.3354,Muy bajo
0900700012140,09,007,0001,7798,6575,0.5564,0.7660,0.9996,0.8665,0.8079,0.8679,0.4583,0.5974,0.7057,Muy bajo
0900700012155,09,007,0001,3757,3199,0.5579,0.8449,1.0000,0.8353,0.8230,0.8747,0.4546,0.5634,0.7105,Bajo
090070001216A,09,007,0001,3662,3275,0.5041,0.7289,0.9995,0.8564,0.8262,0.8874,0.4697,0.5808,0.6958,Muy bajo
0900700012174,09,007,0001,2333,1902,0.5867,0.8148,0.9991,0.8520,0.8417,0.9084,0.4715,0.6115,0.7470,Bajo
0900700012189,09,007,0001,2333,1864,0.6225,0.8668,0.9987,0.8866,0.8667,0.9093,0.5341,0.6423,0.7734,Bajo
0900700012193,09,007,0001,2571,2205,0.5479,0.8211,1.0000,0.8718,0.8651,0.8905,0.4986,0.6242,0.7303,Bajo
0900700012206,09,007,0001,1633,1268,0.6191,0.8847,1.0000,0.8696,0.8594,0.9043,0.5426,0.6503,0.7704,Bajo
0900700012371,09,007,0001,1665,1409,0.6052,0.9859,1.0000,0.8673,0.8185,0.8948,0.4775,0.5181,0.7381,Bajo
0900700012386,09,007,0001,3563,2797,0.6428,0.9499,0.9997,0.8952,0.8683,0.9115,0.5408,0.6009,0.7803,Bajo
0900700012390,09,007,0001,3944,2554,0.7680,0.9664,1.0000,0.9223,0.9351,0.9341,0.5776,0.6208,0.8506,Medio
0900700012403,09,007,0001,124,85,0.5972,0.7097,1.0000,0.8286,0.8004,0.9059,0.4758,0.5560,0.7207,Bajo
0900700012437,09,007,0001,4942,4178,0.6036,0.9272,1.0000,0.8428,0.8351,0.8741,0.4656,0.5968,0.7321,Bajo
0900700012441,09,007,0001,4436,3868,0.5555,0.8963,1.0000,0.8515,0.8361,0.8742,0.4385,0.5171,0.7030,Muy bajo
0900700012456,09,007,0001,4447,3789,0.5491,0.8164,0.9969,0.8004,0.7328,0.8504,0.3780,0.5390,0.6779,Muy bajo
0900700012460,09,007,0001,4424,3799,0.5555,0.8412,1.0000,0.8113,0.7580,0.8625,0.3743,0.4814,0.6758,Muy bajo
0900700012475,09,007,0001,5,5,0.1500,0.2000,0.2000,0.2000,0.0938,0.7767,0.2000,0.2000,0.3217,Muy bajo
0900700012494,09,007,0001,1920,1675,0.5510,0.8903,1.0000,0.8355,0.8162,0.8692,0.4646,0.5782,0.7067,Muy bajo
0900700012507,09,007,0001,2165,1866,0.6235,0.9807,1.0000,0.9015,0.8571,0.8996,0.4938,0.6051,0.7616,Bajo
0900700012511,09,007,0001,973,395,0.8694,1.0000,1.0000,0.9512,0.9411,0.9705,0.6516,0.6932,0.9183,Alto
0900700012526,09,007,0001,1045,489,0.8309,0.9971,1.0000,0.9450,0.9437,0.9570,0.6871,0.7207,0.9020,Alto
0900700012530,09,007,0001,10038,8737,0.5508,0.7788,0.9993,0.8527,0.8227,0.8657,0.4620,0.5890,0.7068,Muy bajo
0900700012545,09,007,0001,6935,6081,0.5292,0.7703,0.9991,0.8412,0.8430,0.8741,0.4590,0.5897,0.7054,Muy bajo
090070001255A,09,007,0001,4856,3467,0.6726,0.8955,1.0000,0.8870,0.8898,0.9246,0.5867,0.6492,0.8045,Medio
0900700012564,09,007,0001,6758,6190,0.4740,0.7267,0.9969,0.8104,0.7631,0.8667,0.3924,0.5460,0.6561,Muy bajo
0900700012579,09,007,0001,4395,3849,0.5587,0.8157,0.9995,0.8460,0.7942,0.8744,0.4093,0.5575,0.6977,Muy bajo
0900700012600,09,007,0001,4652,3696,0.6246,0.9050,1.0000,0.9006,0.8650,0.8913,0.4843,0.5759,0.7520,Bajo
0900700012615,09,007,0001,7660,6890,0.5031,0.7760,0.9999,0.8169,0.7728,0.8625,0.4016,0.5453,0.6687,Muy bajo
090070001262A,09,007,0001,5404,4834,0.5189,0.7784,0.9991,0.8170,0.7803,0.8565,0.4273,0.5823,0.6817,Muy bajo
0900700012634,09,007,0001,4178,3701,0.5369,0.8077,0.9998,0.8173,0.7947,0.8560,0.4514,0.5721,0.6921,Muy bajo
0900700012649,09,007,0001,4292,3838,0.5195,0.7443,1.0000,0.8200,0.7780,0.8620,0.4422,0.5638,0.6825,Muy bajo
0900700012653,09,007,0001,3417,3202,0.4671,0.7306,1.0000,0.8134,0.7609,0.8551,0.3813,0.5673,0.6482,Muy bajo
0900700012668,09,007,0001,3452,3073,0.5379,0.7235,0.9988,0.8241,0.7895,0.8488,0.3946,0.5664,0.6767,Muy bajo
0900700012672,09,007,0001,998,875,0.4956,0.2727,1.0000,0.8111,0.8417,0.8591,0.4058,0.5990,0.6700,Muy bajo
0900700012687,09,007,0001,4648,3889,0.5512,0.8291,1.0000,0.8751,0.8641,0.8932,0.5381,0.6068,0.7349,Bajo
0900700012691,09,007,0001,7184,6028,0.5901,0.8287,0.9997,0.8566,0.8559,0.8810,0.4670,0.5866,0.7280,Bajo
0900700012704,09,007,0001,5004,4679,0.4862,0.8125,0.9998,0.8407,0.7776,0.8581,0.3713,0.5348,0.6585,Muy bajo
0900700012719,09,007,0001,4667,4241,0.5178,0.6833,0.9979,0.8160,0.7707,0.8556,0.4022,0.5691,0.6701,Muy bajo
0900700012723,09,007,0001,3246,3065,0.4511,0.6887,0.9972,0.7837,0.7637,0.8398,0.3407,0.5316,0.6284,Muy bajo
0900700012738,09,007,0001,6660,5684,0.5673,0.8332,0.9989,0.8242,0.7919,0.8664,0.4446,0.5745,0.7060,Muy bajo
0900700012757,09,007,0001,5460,4731,0.5754,0.8536,0.9991,0.8432,0.8353,0.8743,0.4379,0.5564,0.7159,Bajo
0900700012776,09,007,0001,7915,6359,0.6227,0.8564,0.9997,0.8667,0.8454,0.8855,0.4870,0.5952,0.7463,Bajo
0900700012780,09,007,0001,6828,5984,0.5609,0.8539,0.9987,0.8576,0.8244,0.8521,0.4071,0.5814,0.6969,Muy bajo
0900700012795,09,007,0001,4810,4516,0.4849,0.7906,0.9985,0.8387,0.7867,0.8456,0.3909,0.5706,0.6597,Muy bajo
0900700012808,09,007,0001,4291,3339,0.6223,0.9187,0.9995,0.8601,0.8616,0.9036,0.5416,0.6206,0.7665,Bajo
0900700012812,09,007,0001,3534,2599,0.6846,0.9075,1.0000,0.9001,0.8980,0.9104,0.5535,0.6097,0.7962,Medio
0900700012831,09,007,0001,4755,3733,0.6254,0.8926,0.9996,0.8811,0.8679,0.9031,0.5798,0.6404,0.7751,Bajo
0900700012846,09,007,0001,4919,4233,0.5500,0.8194,1.0000,0.8577,0.8623,0.8871,0.4987,0.5768,0.7242,Bajo
0900700012850,09,007,0001,3626,2903,0.6055,0.9153,1.0000,0.8529,0.8509,0.8989,0.4868,0.6006,0.7501,Bajo
090070001287A,09,007,0001,2847,2230,0.6206,0.9148,1.0000,0.8501,0.8572,0.8966,0.4847,0.6044,0.7534,Bajo
0900700012884,09,007,0001,3455,2995,0.5603,0.9008,0.9997,0.8874,0.8750,0.9047,0.4935,0.5990,0.7397,Bajo
0900700012899,09,007,0001,6523,5727,0.5415,0.8249,0.9983,0.8254,0.8345,0.8662,0.4090,0.5451,0.6941,Muy bajo
0900700012901,09,007,0001,7640,6645,0.5542,0.7940,0.9966,0.8481,0.8363,0.8705,0.4704,0.5965,0.7130,Bajo
0900700012920,09,007,0001,5432,5152,0.4557,0.7799,0.9994,0.8223,0.7844,0.8475,0.4234,0.6035,0.6593,Muy bajo
0900700012935,09,007,0001,5611,5142,0.4652,0.6636,0.9998,0.7976,0.7424,0.8379,0.3727,0.5370,0.6347,Muy bajo
090070001294A,09,007,0001,3005,2678,0.5188,0.7158,1.0000,0.8433,0.7852,0.8481,0.3970,0.5968,0.6756,Muy bajo
0900700012954,09,007,0001,1967,1801,0.4995,0.6598,0.9959,0.8157,0.7528,0.8514,0.3671,0.5538,0.6601,Muy bajo
0900700012969,09,007,0001,2446,2301,0.4429,0.6688,0.9967,0.8213,0.7140,0.8482,0.3986,0.6168,0.6442,Muy bajo
0900700012973,09,007,0001,3737,3437,0.4607,0.6502,1.0000,0.7767,0.7566,0.8335,0.3893,0.5680,0.6369,Muy bajo
0900700012988,09,007,0001,7485,5966,0.5985,0.8795,0.9999,0.8779,0.8395,0.8884,0.5079,0.6645,0.7582,Bajo
