folio_ageb,entidad,alcaldia,localidad,pob,pob_nbi,ids_ccevj,ids_csj,ids_caej,ids_ctelj,ids_cbdj,ids_rei,ids_cassi,ids_casi,idsm,e_idsm
0900700013026,09,007,0001,2476,1915,0.6586,0.8453,0.9984,0.8859,0.8828,0.8972,0.5464,0.6377,0.7843,Medio
0900700013030,09,007,0001,5665,4588,0.6096,0.8073,1.0000,0.8769,0.8824,0.8920,0.4803,0.5909,0.7461,Bajo
0900700013045,09,007,0001,6746,5649,0.5980,0.7936,0.9994,0.8621,0.8645,0.8908,0.4748,0.6155,0.7420,Bajo
090070001305A,09,007,0001,6413,5455,0.5846,0.8507,0.9995,0.8404,0.8524,0.8608,0.4360,0.6295,0.7288,Bajo
0900700013064,09,007,0001,7591,6686,0.5402,0.7989,0.9988,0.8466,0.8166,0.8606,0.4134,0.5789,0.6939,Muy bajo
0900700013079,09,007,0001,6707,5986,0.5495,0.7661,0.9990,0.8241,0.8235,0.8639,0.4029,0.5653,0.6918,Muy bajo
0900700013083,09,007,0001,5598,5027,0.5331,0.7587,1.0000,0.8556,0.8247,0.8524,0.4439,0.5916,0.6952,Muy bajo
0900700013100,09,007,0001,5043,4524,0.5177,0.7700,1.0000,0.8240,0.8096,0.8474,0.4329,0.5873,0.6810,Muy bajo
0900700013115,09,007,0001,5932,5392,0.4826,0.7554,1.0000,0.8561,0.7636,0.8549,0.4219,0.5816,0.6672,Muy bajo
0900700013134,09,007,0001,1917,1815,0.4417,0.7508,0.9990,0.7792,0.7263,0.8517,0.3996,0.6200,0.6429,Muy bajo
0900700013149,09,007,0001,3854,3676,0.4246,0.6503,0.9995,0.7801,0.7263,0.8274,0.3568,0.5286,0.6100,Muy bajo
0900700013153,09,007,0001,3548,3323,0.4530,0.6526,1.0000,0.8247,0.7524,0.8399,0.3797,0.5782,0.6401,Muy bajo
0900700013204,09,007,0001,6560,5818,0.5377,0.7920,0.9995,0.8575,0.8137,0.8576,0.4177,0.5990,0.6908,Muy bajo
0900700013219,09,007,0001,7562,6910,0.4756,0.7809,0.9993,0.8571,0.7910,0.8449,0.3827,0.5104,0.6472,Muy bajo
0900700013223,09,007,0001,7204,6612,0.4779,0.7674,1.0000,0.8159,0.8156,0.8469,0.4106,0.5394,0.6560,Muy bajo
0900700013238,09,007,0001,5972,5460,0.4967,0.7908,0.9993,0.8279,0.8146,0.8567,0.4734,0.6077,0.6897,Muy bajo
0900700013242,09,007,0001,8071,7443,0.4858,0.8013,1.0000,0.8355,0.7672,0.8424,0.3895,0.5346,0.6511,Muy bajo
0900700013257,09,007,0001,4042,3781,0.4587,0.7137,1.0000,0.8710,0.7732,0.8431,0.4320,0.5414,0.6494,Muy bajo
0900700013276,09,007,0001,6408,5702,0.5188,0.8175,1.0000,0.8617,0.8052,0.8365,0.4682,0.5788,0.6843,Muy bajo
0900700013295,09,007,0001,5180,4634,0.5401,0.5322,0.9998,0.8289,0.8242,0.8679,0.3948,0.5934,0.6827,Muy bajo
0900700013327,09,007,0001,7139,6322,0.5260,0.7343,0.9997,0.8635,0.8333,0.8615,0.4725,0.5936,0.6971,Muy bajo
0900700013346,09,007,0001,6646,6219,0.4601,0.7246,0.9968,0.8277,0.7707,0.8455,0.3530,0.5553,0.6386,Muy bajo
0900700013365,09,007,0001,2466,2320,0.4345,0.5981,1.0000,0.8140,0.7718,0.8341,0.3333,0.5224,0.6144,Muy bajo
090070001337A,09,007,0001,7449,6065,0.6038,0.8631,1.0000,0.8826,0.8605,0.8828,0.4799,0.6513,0.7514,Bajo
0900700013401,09,007,0001,7227,6584,0.4990,0.7642,0.9999,0.8379,0.8038,0.8548,0.4013,0.5772,0.6714,Muy bajo
0900700013420,09,007,0001,4183,3979,0.4082,0.6205,1.0000,0.7930,0.7427,0.8285,0.3555,0.5625,0.6124,Muy bajo
0900700013488,09,007,0001,4947,4509,0.4796,0.8386,1.0000,0.8378,0.7982,0.8646,0.4686,0.6043,0.6830,Muy bajo
0900700013492,09,007,0001,5596,4985,0.5161,0.8323,0.9991,0.8304,0.8262,0.8720,0.4689,0.6268,0.7034,Muy bajo
0900700013505,09,007,0001,5678,4914,0.5391,0.7890,0.9996,0.8194,0.8240,0.8685,0.4776,0.6284,0.7084,Bajo
090070001351A,09,007,0001,5662,4760,0.5754,0.8613,0.9995,0.8658,0.8537,0.8834,0.4859,0.6207,0.7360,Bajo
0900700013539,09,007,0001,4482,3841,0.5403,0.8644,1.0000,0.8573,0.8460,0.8892,0.4969,0.6082,0.7229,Bajo
0900700013558,09,007,0001,1449,895,0.7896,0.8741,1.0000,0.8777,0.8618,0.9166,0.5714,0.6121,0.8338,Medio
0900700013562,09,007,0001,1790,1195,0.7397,0.9345,0.9950,0.8962,0.8864,0.9109,0.5642,0.6494,0.8160,Medio
0900700013577,09,007,0001,2148,1504,0.6543,0.8031,1.0000,0.8338,0.8574,0.8697,0.5526,0.6299,0.7610,Bajo
0900700013581,09,007,0001,3918,2613,0.7251,0.9326,0.9990,0.8761,0.8618,0.8982,0.5855,0.6412,0.8082,Medio
0900700013596,09,007,0001,4562,3090,0.7504,0.8854,0.9991,0.8232,0.8429,0.8920,0.5425,0.6054,0.7998,Medio
0900700013613,09,007,0001,1437,760,0.8301,0.9936,1.0000,0.9297,0.9384,0.9453,0.5950,0.6579,0.8818,Alto
0900700013628,09,007,0001,1143,382,0.9539,1.0000,1.0000,0.9709,0.9569,0.9650,0.6597,0.7090,0.9468,Muy alto
0900700013632,09,007,0001,6630,4971,0.6192,0.8773,1.0000,0.8821,0.8822,0.9019,0.5741,0.6399,0.7761,Bajo
0900700013647,09,007,0001,2416,1767,0.6098,0.9192,1.0000,0.8734,0.8869,0.9288,0.6047,0.6565,0.7878,Medio
0900700013651,09,007,0001,2668,1884,0.6574,0.7311,0.9978,0.8651,0.8537,0.8971,0.5798,0.6486,0.7707,Bajo
0900700013666,09,007,0001,1754,839,0.8489,1.0000,1.0000,0.9532,0.9495,0.9562,0.6984,0.7216,0.9084,Alto
0900700013670,09,007,0001,4113,2849,0.7106,0.9588,1.0000,0.8869,0.8828,0.9217,0.6163,0.6663,0.8178,Medio
090070001369A,09,007,0001,2855,2103,0.6984,0.9870,1.0000,0.8881,0.8984,0.9018,0.5881,0.6662,0.8067,Medio
0900700013702,09,007,0001,2647,2191,0.6362,0.9748,0.9992,0.8743,0.8825,0.9007,0.5066,0.5800,0.7601,Bajo
0900700013717,09,007,0001,2256,1939,0.6007,0.9727,1.0000,0.8411,0.8685,0.8871,0.5217,0.5910,0.7474,Bajo
0900700013721,09,007,0001,4509,3337,0.6915,0.9962,0.9998,0.9380,0.9006,0.9198,0.5893,0.6551,0.8137,Medio
0900700013740,09,007,0001,4423,3208,0.6640,0.9612,1.0000,0.8963,0.8893,0.9283,0.5682,0.6288,0.8018,Medio
0900700013755,09,007,0001,3435,2144,0.7332,0.9221,1.0000,0.9014,0.9069,0.9295,0.6035,0.6758,0.8300,Medio
090070001376A,09,007,0001,1600,1409,0.5490,0.9206,1.0000,0.8663,0.8390,0.9057,0.5800,0.6335,0.7474,Bajo
0900700013774,09,007,0001,3448,2681,0.6032,0.8838,0.9997,0.8993,0.8871,0.8998,0.5676,0.6387,0.7667,Bajo
0900700013789,09,007,0001,3692,2896,0.6298,0.8999,1.0000,0.8469,0.8291,0.8867,0.5387,0.6326,0.7587,Bajo
0900700013793,09,007,0001,4397,3610,0.5658,0.9174,0.9993,0.8487,0.8614,0.8882,0.5249,0.6021,0.7389,Bajo
0900700013806,09,007,0001,2061,1547,0.6202,0.9423,1.0000,0.8783,0.8851,0.8864,0.5949,0.6742,0.7764,Bajo
0900700013810,09,007,0001,5220,4139,0.7046,0.9776,1.0000,0.8538,0.8438,0.8830,0.5464,0.6540,0.7888,Medio
0900700013825,09,007,0001,3392,2743,0.5830,0.9482,0.9982,0.9163,0.9117,0.8917,0.5519,0.6204,0.7619,Bajo
090070001383A,09,007,0001,3544,2537,0.6978,0.9236,1.0000,0.8957,0.8630,0.9150,0.5567,0.6082,0.7968,Medio
0900700013844,09,007,0001,1543,1131,0.7360,0.9808,1.0000,0.8514,0.8325,0.9235,0.5872,0.6749,0.8199,Medio
0900700013859,09,007,0001,2053,1424,0.7379,0.9068,1.0000,0.9033,0.8888,0.9118,0.5080,0.6239,0.8094,Medio
0900700013863,09,007,0001,4131,3686,0.5211,0.8309,0.9995,0.8391,0.8314,0.8721,0.3692,0.5045,0.6780,Muy bajo
0900700013897,09,007,0001,3925,2797,0.6824,0.9634,1.0000,0.8629,0.8574,0.9030,0.6211,0.7034,0.8048,Medio
090070001390A,09,007,0001,3991,2335,0.7888,0.9939,1.0000,0.9067,0.9186,0.9348,0.6848,0.7181,0.8695,Alto
0900700013914,09,007,0001,5310,3510,0.7192,0.9762,1.0000,0.9047,0.9120,0.9332,0.6623,0.7177,0.8442,Medio
0900700013967,09,007,0001,3609,2568,0.6940,0.8846,0.9997,0.8981,0.8912,0.9072,0.5805,0.6358,0.8001,Medio
0900700013971,09,007,0001,4778,3486,0.6554,0.9052,1.0000,0.8902,0.8820,0.9162,0.6118,0.6819,0.7992,Medio
0900700013986,09,007,0001,2220,1653,0.6982,0.9742,1.0000,0.8693,0.8806,0.9176,0.6387,0.6846,0.8187,Medio
0900700013990,09,007,0001,3590,2380,0.7907,0.9694,1.0000,0.8795,0.8554,0.9148,0.6309,0.6928,0.8442,Medio
090070001401A,09,007,0001,2875,2180,0.6275,0.9086,0.9993,0.8545,0.8361,0.8916,0.5075,0.6345,0.7571,Bajo
0900700014024,09,007,0001,8350,7247,0.5138,0.9034,0.9999,0.9008,0.8603,0.8811,0.4817,0.6032,0.7137,Bajo
0900700014039,09,007,0001,5365,4224,0.6486,0.7433,1.0000,0.8692,0.8799,0.9090,0.5344,0.6407,0.7776,Bajo
0900700014043,09,007,0001,4403,3511,0.6375,0.8429,0.9993,0.8737,0.8809,0.9021,0.5094,0.6055,0.7689,Bajo
0900700014058,09,007,0001,3201,2844,0.5335,0.9493,1.0000,0.8601,0.8552,0.8890,0.4445,0.5506,0.7123,Bajo
0900700014062,09,007,0001,2963,2590,0.5430,0.8718,1.0000,0.8470,0.8420,0.8778,0.4671,0.5688,0.7079,Bajo
0900700014077,09,007,0001,4734,4482,0.4373,0.7096,0.9994,0.8484,0.7627,0.8362,0.3728,0.5099,0.6246,Muy bajo
0900700014081,09,007,0001,5200,4919,0.4433,0.6513,0.9987,0.8311,0.7668,0.8251,0.3533,0.5259,0.6198,Muy bajo
0900700014096,09,007,0001,6297,6032,0.4307,0.7152,0.9970,0.8265,0.7853,0.8374,0.3807,0.5241,0.6278,Muy bajo
0900700014109,09,007,0001,7638,7280,0.4254,0.6222,0.9999,0.7951,0.7681,0.8149,0.3312,0.5179,0.6048,Muy bajo
0900700014113,09,007,0001,2019,1365,0.6869,0.9610,1.0000,0.9122,0.9147,0.9263,0.6300,0.6737,0.8261,Medio
0900700014128,09,007,0001,1851,1132,0.7323,0.9930,1.0000,0.9261,0.9298,0.9565,0.7202,0.7571,0.8744,Alto
0900700014147,09,007,0001,506,412,0.6966,0.9763,0.9822,0.8291,0.8432,0.8662,0.4289,0.4673,0.7474,Bajo
0900700014151,09,007,0001,1436,1275,0.5248,0.7591,1.0000,0.8261,0.8185,0.8623,0.4554,0.5042,0.6756,Muy bajo
0900700014166,09,007,0001,2626,1247,0.8823,0.9861,1.0000,0.9236,0.9086,0.9541,0.6790,0.7080,0.9045,Alto
0900700014170,09,007,0001,4459,3973,0.5461,0.7785,1.0000,0.8271,0.8189,0.8611,0.4310,0.5712,0.6941,Muy bajo
0900700014185,09,007,0001,3894,3039,0.6795,0.9153,0.9995,0.8661,0.8651,0.9043,0.5334,0.6292,0.7820,Bajo
090070001419A,09,007,0001,3303,2092,0.8296,0.9604,1.0000,0.8831,0.8816,0.9245,0.6191,0.6865,0.8635,Alto
0900700014202,09,007,0001,3482,3119,0.5290,0.7171,1.0000,0.8072,0.7872,0.8586,0.3699,0.5740,0.6763,Muy bajo
0900700014217,09,007,0001,3244,2814,0.5527,0.8046,0.9975,0.8462,0.8457,0.8916,0.5256,0.6497,0.7332,Bajo
0900700014236,09,007,0001,7963,7407,0.4656,0.7160,1.0000,0.8159,0.7548,0.8443,0.3750,0.5504,0.6408,Muy bajo
0900700014240,09,007,0001,5037,4762,0.4297,0.6521,0.9990,0.8027,0.7647,0.8337,0.3865,0.5642,0.6272,Muy bajo
090070001426A,09,007,0001,5137,4871,0.4357,0.6560,0.9990,0.8144,0.7432,0.8398,0.3383,0.5176,0.6187,Muy bajo
0900700014274,09,007,0001,6147,5962,0.3824,0.6325,1.0000,0.8155,0.7130,0.8137,0.2813,0.5102,0.5791,Muy bajo
0900700014289,09,007,0001,3038,2887,0.4288,0.6560,0.9977,0.8109,0.7538,0.8236,0.3453,0.5289,0.6106,Muy bajo
0900700014293,09,007,0001,5215,4938,0.4311,0.6404,0.9990,0.8130,0.7594,0.8243,0.3620,0.5346,0.6167,Muy bajo
0900700014306,09,007,0001,1791,1254,0.6700,0.9058,0.9972,0.9315,0.8818,0.9136,0.5773,0.6627,0.8024,Medio
0900700014310,09,007,0001,2894,2079,0.6575,0.8950,1.0000,0.8829,0.8726,0.9053,0.5428,0.6501,0.7818,Bajo
0900700014325,09,007,0001,1665,1104,0.6944,0.9430,0.9982,0.9015,0.9111,0.9271,0.5562,0.6449,0.8149,Medio
090070001433A,09,007,0001,4005,3389,0.5693,0.8754,1.0000,0.8652,0.8680,0.8965,0.5004,0.6059,0.7417,Bajo
0900700014344,09,007,0001,2779,2122,0.6479,0.9507,1.0000,0.8981,0.8915,0.8903,0.5225,0.6419,0.7716,Bajo
0900700014359,09,007,0001,2603,2123,0.6184,0.8990,1.0000,0.9044,0.8699,0.8909,0.5467,0.6281,0.7592,Bajo
0900700014363,09,007,0001,6150,5351,0.5435,0.8254,1.0000,0.8678,0.8251,0.8638,0.4289,0.6165,0.7034,Muy bajo
0900700014382,09,007,0001,2176,1477,0.8017,0.9880,0.9995,0.8934,0.8821,0.8910,0.5133,0.6228,0.8255,Medio
0900700014397,09,007,0001,1629,1212,0.6812,0.9346,1.0000,0.8725,0.8895,0.8966,0.5893,0.6723,0.8001,Medio
090070001440A,09,007,0001,1399,1050,0.6916,0.9726,1.0000,0.8914,0.8776,0.8824,0.5046,0.6264,0.7830,Bajo
0900700014414,09,007,0001,7780,3816,0.8444,0.9883,1.0000,0.9290,0.9140,0.9459,0.6850,0.7401,0.8979,Alto
0900700014429,09,007,0001,2026,842,0.8918,0.9960,1.0000,0.9534,0.9604,0.9708,0.6861,0.7293,0.9321,Alto
0900700014433,09,007,0001,3727,1362,0.8858,0.9049,0.9997,0.9545,0.9628,0.9647,0.6831,0.7311,0.9199,Alto
0900700014448,09,007,0001,2455,1095,0.8501,0.9955,1.0000,0.9455,0.9400,0.9622,0.6868,0.7369,0.9109,Alto
0900700014452,09,007,0001,1952,745,0.9002,0.9956,1.0000,0.9623,0.9652,0.9751,0.7003,0.7305,0.9359,Alto
0900700014467,09,007,0001,2108,1222,0.8111,0.9794,1.0000,0.9143,0.8936,0.9334,0.6347,0.7135,0.8722,Alto
0900700014471,09,007,0001,2272,1250,0.8478,0.9949,1.0000,0.9356,0.8954,0.9417,0.6835,0.7380,0.8883,Alto
0900700014503,09,007,0001,4047,2749,0.8052,0.9970,0.9998,0.9097,0.8865,0.9149,0.6410,0.6870,0.8510,Medio
0900700014522,09,007,0001,747,567,0.7479,0.9598,1.0000,0.8738,0.8838,0.9120,0.4967,0.5855,0.8032,Medio
0900700014537,09,007,0001,828,609,0.7653,0.9855,1.0000,0.8321,0.8164,0.8897,0.5459,0.6555,0.8075,Medio
0900700014541,09,007,0001,1011,824,0.7167,0.9951,1.0000,0.8202,0.8011,0.8745,0.4827,0.5698,0.7676,Bajo
0900700014556,09,007,0001,1063,808,0.7560,0.9911,1.0000,0.8349,0.8387,0.8988,0.4911,0.6174,0.8019,Medio
0900700014560,09,007,0001,969,802,0.7051,0.8784,1.0000,0.8326,0.8088,0.8769,0.4056,0.5402,0.7476,Bajo
0900700014575,09,007,0001,521,452,0.6435,0.7962,1.0000,0.7970,0.7625,0.8560,0.3724,0.5478,0.7047,Muy bajo
0900700014594,09,007,0001,1153,1001,0.5592,0.9250,1.0000,0.8751,0.8092,0.8711,0.4042,0.5944,0.7072,Bajo
0900700014611,09,007,0001,748,610,0.6628,0.9967,1.0000,0.8666,0.7999,0.8670,0.4318,0.7155,0.7688,Bajo
0900700014645,09,007,0001,1179,911,0.7571,1.0000,1.0000,0.7532,0.8169,0.8547,0.4758,0.6462,0.7852,Medio
090070001465A,09,007,0001,2779,2316,0.6126,0.9175,1.0000,0.8770,0.8501,0.8697,0.3822,0.5016,0.7147,Bajo
0900700014664,09,007,0001,3420,2842,0.6283,0.9262,1.0000,0.8712,0.8453,0.8826,0.4617,0.5442,0.7372,Bajo
0900700014679,09,007,0001,440,411,0.5409,0.9875,1.0000,0.7790,0.7482,0.8756,0.4409,0.5535,0.6870,Muy bajo
0900700014683,09,007,0001,2761,2259,0.6551,0.9687,1.0000,0.8548,0.8608,0.9067,0.4469,0.5389,0.7535,Bajo
0900700014698,09,007,0001,3294,3112,0.4627,0.8140,0.9988,0.8441,0.7609,0.8504,0.3370,0.5611,0.6424,Muy bajo
0900700014715,09,007,0001,,,,,,,,,,,,Sin información
090070001472A,09,007,0001,5490,4135,0.6603,0.9695,0.9998,0.9008,0.8759,0.9106,0.5270,0.6010,0.7815,Bajo
0900700014734,09,007,0001,11539,8667,0.6932,0.9663,0.9995,0.9115,0.8958,0.9031,0.5336,0.6118,0.7927,Medio
0900700014749,09,007,0001,6091,5489,0.5148,0.7192,1.0000,0.8223,0.8088,0.8627,0.4380,0.5686,0.6821,Muy bajo
0900700014768,09,007,0001,3724,3048,0.6135,0.8864,0.9984,0.8674,0.8837,0.8876,0.4549,0.5594,0.7439,Bajo
0900700014772,09,007,0001,4253,3703,0.5727,0.5174,1.0000,0.8394,0.8414,0.8845,0.4533,0.5755,0.7100,Bajo
0900700014791,09,007,0001,2124,1210,0.8549,0.9939,1.0000,0.9333,0.9350,0.8968,0.6916,0.7212,0.8927,Alto
0900700014804,09,007,0001,2666,1816,0.7510,0.9193,0.9996,0.9132,0.8835,0.9154,0.6545,0.7086,0.8398,Medio
0900700014838,09,007,0001,1554,1461,0.4556,0.6751,1.0000,0.8243,0.7491,0.8485,0.3533,0.5794,0.6400,Muy bajo
0900700014842,09,007,0001,1884,1794,0.4279,0.6109,0.9963,0.8101,0.7553,0.8546,0.3604,0.5153,0.6203,Muy bajo
0900700014857,09,007,0001,5486,5255,0.3992,0.6871,0.9969,0.7915,0.7278,0.8312,0.3172,0.5320,0.6005,Muy bajo
0900700014861,09,007,0001,3563,3426,0.4199,0.6439,0.9997,0.8314,0.7723,0.8228,0.3444,0.5248,0.6103,Muy bajo
0900700014876,09,007,0001,5505,5267,0.4116,0.7215,0.9996,0.8232,0.7309,0.8244,0.3437,0.5588,0.6103,Muy bajo
0900700014880,09,007,0001,5565,5205,0.4484,0.7733,0.9996,0.8416,0.7669,0.8386,0.3919,0.5941,0.6473,Muy bajo
0900700014895,09,007,0001,3398,1890,0.8360,0.9822,1.0000,0.9130,0.9111,0.9509,0.6377,0.6640,0.8821,Alto
0900700014908,09,007,0001,5457,4503,0.5848,0.8179,1.0000,0.8560,0.8479,0.8952,0.5432,0.5987,0.7407,Bajo
0900700014912,09,007,0001,6764,5231,0.6252,0.9739,1.0000,0.8826,0.8929,0.9044,0.6097,0.6728,0.7880,Medio
0900700014927,09,007,0001,6645,3837,0.7466,0.9105,1.0000,0.9210,0.9197,0.9428,0.6725,0.7156,0.8497,Medio
0900700014931,09,007,0001,5427,4697,0.5500,0.8778,0.9998,0.8288,0.8101,0.8729,0.4404,0.5694,0.7053,Muy bajo
0900700014946,09,007,0001,5339,4093,0.6496,0.9045,0.9987,0.8695,0.8412,0.8868,0.4819,0.5849,0.7575,Bajo
0900700014965,09,007,0001,3972,2045,0.7914,0.9570,1.0000,0.9406,0.9209,0.9436,0.6337,0.7173,0.8737,Alto
090070001497A,09,007,0001,1913,1207,0.7357,0.8003,1.0000,0.8924,0.9031,0.9426,0.6539,0.6995,0.8407,Medio
0900700014984,09,007,0001,3977,2848,0.6876,0.8644,0.9995,0.8854,0.8843,0.9200,0.5947,0.6486,0.8033,Medio
0900700014999,09,007,0001,3385,2782,0.5828,0.9212,0.9994,0.8781,0.8689,0.8935,0.4981,0.6012,0.7436,Bajo
0900700015003,09,007,0001,3631,2660,0.6951,0.9560,1.0000,0.8836,0.8766,0.9092,0.5811,0.6730,0.8103,Medio
0900700015018,09,007,0001,2949,2597,0.5209,0.9723,1.0000,0.8472,0.8514,0.8984,0.4619,0.5750,0.7197,Bajo
0900700015037,09,007,0001,2631,2439,0.4908,0.6874,1.0000,0.8292,0.7471,0.8411,0.4067,0.6245,0.6629,Muy bajo
0900700015041,09,007,0001,3270,3011,0.4929,0.7541,0.9991,0.8366,0.7683,0.8647,0.3398,0.5700,0.6592,Muy bajo
0900700015056,09,007,0001,804,632,0.6797,0.9780,1.0000,0.8971,0.8239,0.8987,0.5174,0.6836,0.7803,Bajo
0900700015060,09,007,0001,5875,4525,0.6440,0.8695,1.0000,0.8751,0.8729,0.8927,0.5397,0.6356,0.7700,Bajo
0900700015075,09,007,0001,3790,3494,0.4836,0.7259,1.0000,0.8011,0.7890,0.8474,0.4005,0.5407,0.6523,Muy bajo
090070001508A,09,007,0001,3936,3559,0.5003,0.7581,0.9995,0.8157,0.7936,0.8456,0.3974,0.5688,0.6646,Muy bajo
0900700015094,09,007,0001,1513,708,0.8960,0.9983,1.0000,0.9359,0.9480,0.9677,0.6497,0.7090,0.9113,Alto
0900700015107,09,007,0001,4825,3301,0.7792,0.9788,1.0000,0.8842,0.8700,0.9234,0.6033,0.6733,0.8385,Medio
0900700015111,09,007,0001,7601,3210,0.9133,0.9947,1.0000,0.9323,0.9239,0.9649,0.7074,0.7518,0.9261,Alto
0900700015126,09,007,0001,4840,2402,0.8780,0.9979,1.0000,0.9385,0.9289,0.9433,0.6948,0.7454,0.9061,Alto
0900700015130,09,007,0001,2554,1956,0.6373,0.9213,1.0000,0.8887,0.9025,0.9073,0.5599,0.6308,0.7842,Medio
0900700015145,09,007,0001,4453,3300,0.6560,0.8987,0.9998,0.8845,0.8820,0.9086,0.5767,0.6505,0.7898,Medio
090070001515A,09,007,0001,1621,1272,0.6149,0.8926,0.9994,0.8763,0.8428,0.8785,0.5854,0.6529,0.7571,Bajo
0900700015179,09,007,0001,1550,1360,0.5554,0.8889,1.0000,0.8397,0.8286,0.8698,0.4123,0.5211,0.6944,Muy bajo
0900700015183,09,007,0001,3906,3614,0.5023,0.8426,0.9977,0.8153,0.8039,0.8439,0.3784,0.5129,0.6533,Muy bajo
0900700015198,09,007,0001,5508,5073,0.4449,0.7342,0.9995,0.8178,0.7840,0.8221,0.3039,0.5153,0.6205,Muy bajo
0900700015200,09,007,0001,4669,4298,0.4618,0.7517,0.9998,0.8108,0.8155,0.8220,0.2849,0.4868,0.6218,Muy bajo
0900700015215,09,007,0001,5803,5126,0.5114,0.8799,0.9995,0.8794,0.8673,0.8782,0.5354,0.6118,0.7187,Bajo
090070001522A,09,007,0001,2289,1529,0.6967,0.9673,0.9987,0.9111,0.9071,0.9201,0.6623,0.7150,0.8317,Medio
0900700015249,09,007,0001,3200,1863,0.7510,0.8306,1.0000,0.9220,0.9191,0.9504,0.7084,0.7538,0.8712,Alto
0900700015253,09,007,0001,4435,3345,0.7153,0.9666,1.0000,0.8573,0.8452,0.8908,0.4724,0.5343,0.7696,Bajo
0900700015268,09,007,0001,5075,4828,0.4734,0.9716,0.9996,0.7671,0.7789,0.8556,0.3769,0.5199,0.6528,Muy bajo
0900700015272,09,007,0001,3306,2240,0.6844,0.9509,0.9997,0.8399,0.8728,0.9312,0.5883,0.6932,0.8108,Medio
0900700015287,09,007,0001,2348,1367,0.8049,0.9638,1.0000,0.8555,0.8440,0.9247,0.5950,0.6444,0.8444,Medio
0900700015291,09,007,0001,3396,3167,0.4587,0.7622,1.0000,0.8145,0.7855,0.8518,0.3230,0.5065,0.6363,Muy bajo
0900700015304,09,007,0001,5274,4927,0.4783,0.7558,0.9994,0.8027,0.7843,0.8515,0.3851,0.5682,0.6570,Muy bajo
0900700015319,09,007,0001,3389,3161,0.4469,0.5919,0.9991,0.8016,0.7501,0.8368,0.3582,0.5644,0.6264,Muy bajo
0900700015323,09,007,0001,3233,3090,0.3998,0.4809,0.9985,0.8475,0.7344,0.8250,0.3563,0.5658,0.6026,Muy bajo
0900700015338,09,007,0001,6956,6697,0.3898,0.6525,0.9977,0.8328,0.7331,0.8173,0.3424,0.5363,0.5966,Muy bajo
0900700015342,09,007,0001,5204,5071,0.3707,0.6092,1.0000,0.8394,0.7443,0.8393,0.3520,0.5520,0.5988,Muy bajo
0900700015357,09,007,0001,2998,1888,0.7378,0.9146,1.0000,0.9212,0.9002,0.9183,0.6284,0.6929,0.8371,Medio
0900700015361,09,007,0001,2120,191,0.9648,0.9981,1.0000,0.9454,0.9766,0.9707,0.9575,0.9619,0.9852,Muy alto
0900700015376,09,007,0001,959,778,0.5155,1.0000,1.0000,0.8717,0.9235,0.9488,0.9531,0.9558,0.9103,Alto
0900700015380,09,007,0001,8736,8002,0.4917,0.6920,1.0000,0.8338,0.7968,0.8487,0.3915,0.5524,0.6583,Muy bajo
0900700015395,09,007,0001,3563,3002,0.6954,0.8469,1.0000,0.8330,0.8359,0.8070,0.3952,0.5613,0.7285,Bajo
0900700015408,09,007,0001,2272,1694,0.7425,0.9765,1.0000,0.8847,0.8480,0.8881,0.4842,0.6070,0.7971,Medio
0900700015412,09,007,0001,2660,2077,0.6621,0.9120,1.0000,0.8718,0.8538,0.8835,0.4789,0.6075,0.7613,Bajo
0900700015427,09,007,0001,4272,3315,0.6378,0.9008,1.0000,0.8577,0.8408,0.8645,0.4934,0.6080,0.7465,Bajo
0900700015431,09,007,0001,2411,1360,0.7603,0.9303,1.0000,0.9070,0.8991,0.9409,0.6114,0.6707,0.8466,Medio
0900700015446,09,007,0001,4087,2714,0.7088,0.9402,0.9993,0.9163,0.9031,0.9377,0.5911,0.6649,0.8319,Medio
0900700015450,09,007,0001,3440,3047,0.5477,0.7905,0.9997,0.8797,0.8640,0.8719,0.4698,0.5900,0.7169,Bajo
0900700015465,09,007,0001,1766,1302,0.6568,0.9441,1.0000,0.9381,0.9187,0.9204,0.6019,0.6793,0.8148,Medio
090070001547A,09,007,0001,3398,2612,0.6906,0.9323,1.0000,0.8694,0.8830,0.8977,0.4656,0.5505,0.7680,Bajo
0900700015484,09,007,0001,4144,1977,0.8071,0.8993,1.0000,0.8687,0.8811,0.9248,0.6108,0.6881,0.8509,Medio
0900700015499,09,007,0001,4451,4035,0.4932,0.7541,0.9996,0.8364,0.7866,0.8446,0.3916,0.5998,0.6641,Muy bajo
0900700015501,09,007,0001,6004,5801,0.4016,0.6214,1.0000,0.7658,0.7172,0.7950,0.2973,0.5505,0.5865,Muy bajo
0900700015516,09,007,0001,4895,4569,0.4584,0.7190,0.9992,0.8193,0.7818,0.8241,0.3432,0.5570,0.6322,Muy bajo
0900700015520,09,007,0001,3543,3443,0.3941,0.6434,1.0000,0.8416,0.6955,0.8026,0.2769,0.5527,0.5789,Muy bajo
0900700015535,09,007,0001,3958,2883,0.6766,0.9428,1.0000,0.8799,0.8659,0.9216,0.6074,0.6586,0.8018,Medio
090070001554A,09,007,0001,2643,1621,0.8021,0.9820,1.0000,0.8947,0.9013,0.9381,0.6095,0.6557,0.8565,Medio
